Date;Customer;TipoDocumento;Num;Producto;Descripcion;Qty;SalesPrice;Amount;Balance;Class;SalesRep;TipoCliente;ID;Month
2025-05-29;El Palacio de los jugos / Lita Foods Inc.;Invoice;008-05634;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;12.0;26.75;321.0;4320368.95;Bulk Rice;Lisset Limpio -020;Cafeteria;1388885;May
2025-05-29;Sedanos Supermarkets #18;Invoice;008-05635;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;10.0;28.25;282.5;4320651.45;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388886;May
2025-05-29;Sedanos Supermarkets #18;Invoice;008-05635;;Discount;;;-5.65;4320645.8;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388887;May
2025-05-29;Sedanos Supermarkets  #37;Invoice;008-05636;Spanish Style Yellow Rice:AS Spanish Style Yellow Rice;AS Spanish Style Yellow Rice 6 / 3.25 oz;1.0;34.5;34.5;4320680.3;American Spice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388888;May
2025-05-29;Sedanos Supermarkets  #37;Invoice;008-05636;Arroz Envasado:Largo Fino 1kg (Long grain rice) Dos Hermanos;;1.0;17.5;17.5;4320697.8;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388889;May
2025-05-29;Sedanos Supermarkets  #37;Invoice;008-05636;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;15.0;40.5;607.5;4321305.3;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388890;May
2025-05-29;Sedanos Supermarkets  #37;Invoice;008-05636;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;3.0;40.5;121.5;4321426.8;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388891;May
2025-05-29;Sedanos Supermarkets  #37;Invoice;008-05636;;Discount;;;-13.19;4321413.61;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388892;May
2025-05-29;El Palacio de Los Jugos / Casa mía Food Restaurant inc;Invoice;008-05637;Spices:AS Sazon (for all);1 / 30 lb (box or pail);2.0;51.0;102.0;4321515.61;American Spice;Lisset Limpio -020;Cafeteria;1388893;May
2025-05-29;El Palacio de Los Jugos / Casa mía Food Restaurant inc;Invoice;008-05637;Spices:AS Chicken Base;1 / 30 lb. (box or pail);1.0;39.0;39.0;4321554.61;American Spice;Lisset Limpio -020;Cafeteria;1388894;May
2025-05-29;El Palacio de Los Jugos / Casa mía Food Restaurant inc;Invoice;008-05637;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;8.0;26.75;214.0;4321768.61;Bulk Rice;Lisset Limpio -020;Cafeteria;1388895;May
2025-05-29;Sedanos Supermarkets #32;Invoice;008-05638;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;4.0;27.85;111.4;4321880.01;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388896;May
2025-05-29;Sedanos Supermarkets #32;Invoice;008-05638;;Discount;;;-2.23;4321877.78;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388897;May
2025-05-29;El Palacio de los jugos / Caribe Tropical;Invoice;008-05639;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;26.75;160.5;4322038.28;Bulk Rice;Lisset Limpio -020;Cafeteria;1388898;May
2025-05-29;El Palacio de los jugos / Rodriguez Foods;Invoice;008-05640;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;26.75;160.5;4322198.78;Bulk Rice;Lisset Limpio -020;Cafeteria;1388899;May
2025-05-29;Bravo   Francisco Diaz;Invoice;008-05641;Spanish Style Yellow Rice:AS Spanish Style Yellow Rice;AS Spanish Style Yellow Rice 6 / 3.25 oz;1.0;34.5;34.5;4322233.28;American Spice;Lisset Limpio -020;RETAIL  DSD;1388900;May
2025-05-29;El Gallego Supermarket;Invoice;008-05642;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;2.0;35.0;70.0;4322303.28;Dry Beans;Lisset Limpio -020;RETAIL  DSD;1388901;May
2025-05-29;El Gallego Supermarket;Invoice;008-05642;Liquids:AS Bitter Orange;;2.0;14.0;28.0;4322331.28;American Spice;Lisset Limpio -020;RETAIL  DSD;1388902;May
2025-05-29;El Gallego Supermarket;Invoice;008-05642;Liquids:AS Cooking Wine;4 1 Gl.;1.0;17.5;17.5;4322348.78;American Spice;Lisset Limpio -020;RETAIL  DSD;1388903;May
2025-05-29;El Gallego Supermarket;Invoice;008-05642;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;3.0;28.25;84.75;4322433.53;Bulk Rice;Lisset Limpio -020;RETAIL  DSD;1388904;May
2025-05-29;VIÑA & SONS FOOD DIST.CORP;Invoice;008-05643;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;25.0;27.75;693.75;4323127.28;Bulk Rice;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388905;May
2025-05-29;VIÑA & SONS FOOD DIST.CORP;Invoice;008-05643;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;2.0;40.5;81.0;4323208.28;Branded Rice;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388906;May
2025-05-29;Sedanos Supermarkets #42;Invoice;008-05644;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;5.0;28.25;141.25;4323349.53;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388907;May
2025-05-29;Sedanos Supermarkets #42;Invoice;008-05644;;Discount;;;-2.83;4323346.7;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388908;May
2025-05-29;Sedanos Supermarkets #42;Credit Memo;008-05645;Varios:Producto vencido/deteriorado (no impacta en inventario);13 salami 6 ham;-19.0;1.32;-25.08;4323321.62;Puffed Products;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388909;May
2025-05-29;Sedanos Supermarkets #42;Credit Memo;008-05645;Varios:Producto vencido/deteriorado (no impacta en inventario);12 units parboiled 5k;-12.0;3.37;-40.44;4323281.18;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388910;May
2025-05-29;Sedanos Supermarkets  #37;Credit Memo;008-05670;Varios:Promotional Allowance;Arroz Envasado:Parboiled 5KG Dos Hermanos.;-3.0;40.5;-121.5;4323159.68;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388911;May
2025-05-30;American Spice Trading Co, Inc.;Invoice;008-05646;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;1100.0;26.0;28600.0;4351759.68;Bulk Rice;Armando Carpio - 017;WHOLESALER MANUFACTURY;1388912;May
2025-05-30;American Spice Trading Co, Inc.;Invoice;008-05647;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;1100.0;26.0;28600.0;4380359.68;Bulk Rice;Armando Carpio - 017;WHOLESALER MANUFACTURY;1388913;May
2025-05-30;Sedanos Supermarkets #29;Invoice;008-05648;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;15.0;40.5;607.5;4380967.18;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388914;May
2025-05-30;Sedanos Supermarkets #29;Invoice;008-05648;Spanish Style Yellow Rice:AS Spanish Style Yellow Rice;AS Spanish Style Yellow Rice 6 / 3.25 oz;1.0;34.5;34.5;4381001.68;American Spice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388915;May
2025-05-30;Sedanos Supermarkets #29;Invoice;008-05648;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;4.0;40.5;162.0;4381163.68;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388916;May
2025-05-30;Sedanos Supermarkets #29;Invoice;008-05648;;Discount;;;-12.84;4381150.84;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388917;May
2025-05-30;Sedanos Supermarkets #21;Invoice;008-05649;Spanish Style Yellow Rice:AS Spanish Style Yellow Rice;AS Spanish Style Yellow Rice 6 / 3.25 oz;1.0;34.5;34.5;4381185.34;American Spice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388918;May
2025-05-30;Sedanos Supermarkets #21;Invoice;008-05649;;Discount;;;-0.69;4381184.65;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388919;May
2025-05-30;Sedanos Supermarkets #31;Invoice;008-05650;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;28.25;169.5;4381354.15;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388920;May
2025-05-30;Sedanos Supermarkets #31;Invoice;008-05650;;Discount;;;-3.39;4381350.76;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388921;May
2025-05-30;Sedanos Supermarkets #31;Invoice;008-05651;Arroz Envasado:Largo Fino 1kg (Long grain rice) Dos Hermanos;;2.0;17.5;35.0;4381385.76;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388922;May
2025-05-30;Sedanos Supermarkets #31;Invoice;008-05651;Spanish Style Yellow Rice:AS Spanish Style Yellow Rice;AS Spanish Style Yellow Rice 6 / 3.25 oz;1.0;34.5;34.5;4381420.26;American Spice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388923;May
2025-05-30;Sedanos Supermarkets #31;Invoice;008-05651;;Discount;;;-1.05;4381419.21;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388924;May
2025-05-30;Sedanos Supermarkets #29;Credit Memo;008-05671;Varios:Promotional Allowance;Arroz Envasado:Parboiled 5KG Dos Hermanos.;-4.0;40.5;-162.0;4381257.21;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388925;May
2025-06-01;El Palacio de los jugos / J Mena Corp.;Invoice;008-05652;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;1.0;34.0;34.0;4381291.21;Dry Beans;Lisset Limpio -020;Cafeteria;1388926;Jun
2025-06-01;El Palacio de los jugos / J Mena Corp.;Invoice;008-05652;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;10.0;26.75;267.5;4381558.71;Bulk Rice;Lisset Limpio -020;Cafeteria;1388927;Jun
2025-06-01;Bravo   Francisco Diaz;Invoice;008-05653;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;3.0;27.85;83.55;4381642.26;Bulk Rice;Lisset Limpio -020;RETAIL  DSD;1388928;Jun
2025-06-01;Bravo   Francisco Diaz;Invoice;008-05653;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;1.0;35.0;35.0;4381677.26;Dry Beans;Lisset Limpio -020;RETAIL  DSD;1388929;Jun
2025-06-01;Soriano Brothers PB;Invoice;008-05654;Spices:AS Sazon (for all);1 / 30 lb (box or pail);2.0;51.0;102.0;4381779.26;American Spice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388930;Jun
2025-06-01;Soriano Brothers PB;Invoice;008-05654;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;12.0;27.85;334.2;4382113.46;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388931;Jun
2025-06-01;Soriano Brothers PB;Invoice;008-05654;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;17.0;26.75;454.75;4382568.21;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388932;Jun
2025-06-01;Soriano Brothers PB;Invoice;008-05654;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;2.0;34.0;68.0;4382636.21;Dry Beans;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388933;Jun
2025-06-01;Fritanga Momotombo;Invoice;008-05655;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;5.0;27.85;139.25;4382775.46;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388934;Jun
2025-06-01;Fritanga Momotombo;Invoice;008-05655;Spices:AS Chicken Base;1 / 30 lb. (box or pail);1.0;39.0;39.0;4382814.46;American Spice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388935;Jun
2025-06-01;ALS Foods;Invoice;008-05656;Liquids:AS Cooking Wine;4 1 Gl.;2.0;17.5;35.0;4382849.46;American Spice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388936;Jun
2025-06-01;ALS Foods;Invoice;008-05656;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;7.0;27.85;194.95;4383044.41;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388937;Jun
2025-06-01;ALS Foods;Invoice;008-05656;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;11.0;26.75;294.25;4383338.66;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388938;Jun
2025-06-01;El Palacio de Los Jugos / Casa mía Food Restaurant inc;Invoice;008-05657;Liquids:AS Marinating Sauce (Mojo);;1.0;17.0;17.0;4383355.66;American Spice;Lisset Limpio -020;Cafeteria;1388939;Jun
2025-06-01;El Palacio de Los Jugos / Casa mía Food Restaurant inc;Invoice;008-05657;Liquids:AS Lemon Juice 4/1 Gl;;1.0;14.95;14.95;4383370.61;American Spice;Lisset Limpio -020;Cafeteria;1388940;Jun
2025-06-01;El Palacio de Los Jugos / Casa mía Food Restaurant inc;Invoice;008-05657;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;8.0;26.75;214.0;4383584.61;Bulk Rice;Lisset Limpio -020;Cafeteria;1388941;Jun
2025-06-01;El Palacio de los jugos /  Nanos Latin Foods;Invoice;008-05658;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;5.0;27.85;139.25;4383723.86;Bulk Rice;Lisset Limpio -020;Cafeteria;1388942;Jun
2025-06-01;El Palacio de los jugos /  Nanos Latin Foods;Invoice;008-05658;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;10.0;26.75;267.5;4383991.36;Bulk Rice;Lisset Limpio -020;Cafeteria;1388943;Jun
2025-06-01;El Palacio de los jugos / Rodriguez Foods;Invoice;008-05659;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;26.75;160.5;4384151.86;Bulk Rice;Lisset Limpio -020;Cafeteria;1388944;Jun
2025-06-01;El Palacio de los jugos / Delicias Criollas (DIAGO FOOD_MILLER);Invoice;008-05660;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;14.0;26.75;374.5;4384526.36;Bulk Rice;Lisset Limpio -020;Cafeteria;1388945;Jun
2025-06-01;El Palacio de los jugos / Delicias Criollas (DIAGO FOOD_MILLER);Invoice;008-05660;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;1.0;34.0;34.0;4384560.36;Dry Beans;Lisset Limpio -020;Cafeteria;1388946;Jun
2025-06-01;El Palacio de los jugos / Caribe Tropical;Invoice;008-05661;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;3.0;34.0;102.0;4384662.36;Dry Beans;Lisset Limpio -020;Cafeteria;1388947;Jun
2025-06-01;El Palacio de los jugos / Caribe Tropical;Invoice;008-05661;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;8.0;26.75;214.0;4384876.36;Bulk Rice;Lisset Limpio -020;Cafeteria;1388948;Jun
2025-06-01;El Palacio de los jugos / Divan and Denise Food;Invoice;008-05662;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;1.0;34.0;34.0;4384910.36;Dry Beans;Lisset Limpio -020;Cafeteria;1388949;Jun
2025-06-01;El Palacio de los jugos / Divan and Denise Food;Invoice;008-05662;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;9.0;27.85;250.65;4385161.01;Bulk Rice;Lisset Limpio -020;Cafeteria;1388950;Jun
2025-06-01;El Palacio de los jugos / Divan and Denise Food;Invoice;008-05662;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;7.0;26.75;187.25;4385348.26;Bulk Rice;Lisset Limpio -020;Cafeteria;1388951;Jun
2025-06-01;JMN Dely Corp;Invoice;008-05663;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;1.0;45.7;45.7;4385393.96;Dry Beans;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388952;Jun
2025-06-01;JMN Dely Corp;Invoice;008-05663;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;2.0;27.85;55.7;4385449.66;Bulk Rice;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388953;Jun
2025-06-01;JMN Dely Corp;Invoice;008-05663;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;2.0;27.75;55.5;4385505.16;Bulk Rice;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388954;Jun
2025-06-01;Sedanos Supermarkets #31;Credit Memo;008-05664;Varios:Producto vencido/deteriorado (no impacta en inventario);5 unid 5kg;-5.0;3.37;-16.85;4385488.31;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388955;Jun
2025-06-04;Ideal Food Basket Davie Cafeteria;Invoice;008-05672;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;8.0;27.85;222.8;4385711.11;Bulk Rice;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388956;Jun
2025-06-04;Key Food Pembroke;Invoice;008-05673;Arroz Envasado:Largo Fino 1kg (Long grain rice) Dos Hermanos;;1.0;18.0;18.0;4385729.11;Branded Rice;Keila Alfaro-Visvikis;RETAIL  DSD;1388957;Jun
2025-06-04;Key Food Pembroke;Invoice;008-05673;Arroz Envasado:Parboiled 1kg Bolsa Dos Hermanos.;.;1.0;19.9;19.9;4385749.01;Branded Rice;Keila Alfaro-Visvikis;RETAIL  DSD;1388958;Jun
2025-06-04;Sedanos Supermarkets #24;Invoice;008-05674;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;8.0;28.25;226.0;4385975.01;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388959;Jun
2025-06-04;Sedanos Supermarkets #24;Invoice;008-05674;;Discount;;;-4.52;4385970.49;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388960;Jun
2025-06-04;Chavez Distributors Inc.;Invoice;008-05675;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;55.0;27.75;1526.25;4387496.74;Bulk Rice;Keila Alfaro-Visvikis;WHOLESALER;1388961;Jun
2025-06-04;Los Caringas Latin America  Foods;Invoice;008-05676;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;3.0;27.85;83.55;4387580.29;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388962;Jun
2025-06-04;Los Caringas Latin America  Foods;Invoice;008-05676;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;3.0;28.25;84.75;4387665.04;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388963;Jun
2025-06-04;Los Mejores Tamales de Miami;Invoice;008-05677;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;5.0;28.25;141.25;4387806.29;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388964;Jun
2025-06-04;Aries Supermarket & Cafeteria;Invoice;008-05678;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;10.0;28.25;282.5;4388088.79;Bulk Rice;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388965;Jun
2025-06-04;Aries Supermarket & Cafeteria;Invoice;008-05678;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;5.0;45.7;228.5;4388317.29;Dry Beans;Keila Alfaro-Visvikis;CAFETERIA y RESTAURANTS;1388966;Jun
2025-06-04;Sedanos Supermarkets #43;Invoice;008-05679;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;5.0;28.25;141.25;4388458.54;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388967;Jun
2025-06-04;Sedanos Supermarkets #43;Invoice;008-05679;;Discount;;;-2.83;4388455.71;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388968;Jun
2025-06-04;Sedanos Supermarkets #26;Invoice;008-05680;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;5.0;28.25;141.25;4388596.96;Bulk Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388969;Jun
2025-06-04;El Palacio de los jugos /  EMMA FOOD CORP;Invoice;008-05681;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;26.75;160.5;4388757.46;Bulk Rice;Lisset Limpio -020;Cafeteria;1388970;Jun
2025-06-04;El Palacio de los jugos /  EMMA FOOD CORP;Invoice;008-05681;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;6.0;27.85;167.1;4388924.56;Bulk Rice;Lisset Limpio -020;Cafeteria;1388971;Jun
2025-06-05;Soriano Brothers Diaz Food Service,Inc;Invoice;008-05682;Dry Beans:Dry Beans - Black Beans 50;Dry Black Beans 50 lb;5.0;36.75;183.75;4389108.31;Dry Beans;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388972;Jun
2025-06-05;Soriano Brothers Diaz Food Service,Inc;Invoice;008-05682;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;40.0;26.75;1070.0;4390178.31;Bulk Rice;Lisset Limpio -020;CAFETERIA y RESTAURANTS;1388973;Jun
2025-06-05;Sedanos Supermarkets  #11;Invoice;008-05683;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;5.0;40.5;202.5;4390380.81;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388974;Jun
2025-06-05;Sedanos Supermarkets  #11;Invoice;008-05683;Arroz Envasado:Largo Fino 1kg (Long grain rice) Dos Hermanos;;1.0;17.5;17.5;4390398.31;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388975;Jun
2025-06-05;Sedanos Supermarkets  #11;Invoice;008-05683;Spanish Style Yellow Rice:AS Spanish Style Yellow Rice;AS Spanish Style Yellow Rice 6 / 3.25 oz;1.0;34.5;34.5;4390432.81;American Spice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388976;Jun
2025-06-05;Sedanos Supermarkets  #11;Invoice;008-05683;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;2.0;40.5;81.0;4390513.81;Branded Rice;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388977;Jun
2025-06-05;Sedanos Supermarkets  #11;Invoice;008-05683;;Discount;;;-5.09;4390508.72;;Keila Alfaro-Visvikis;RETAIL SEDANOS;1388978;Jun
2025-06-05;Diaz Grocers, Inc;Invoice;008-05684;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;10.0;46.5;465.0;4390973.72;Branded Rice;Lisset Limpio -020;RETAIL  DSD;1388979;Jun
2025-06-05;Diaz Grocers, Inc;Invoice;008-05684;Arroz Envasado:Parboiled 5KG Dos Hermanos.;6  11lbs;2.0;46.5;93.0;4391066.72;Branded Rice;Lisset Limpio -020;RETAIL  DSD;1388980;Jun
2025-06-05;El Palacio de los jugos /  Mires Restaurants;Invoice;008-05685;Liquids:AS Marinating Sauce (Mojo);;1.0;18.5;18.5;4391085.22;American Spice;Lisset Limpio -020;Cafeteria;1388981;Jun
2025-06-05;El Palacio de los jugos /  Mires Restaurants;Invoice;008-05685;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;11.0;27.75;305.25;4391390.47;Bulk Rice;Lisset Limpio -020;Cafeteria;1388982;Jun
2025-06-05;El Palacio de los jugos /  Mires Restaurants;Invoice;008-05685;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;1.0;27.75;27.75;4391418.22;Bulk Rice;Lisset Limpio -020;Cafeteria;1388983;Jun
2025-06-05;El Palacio de los jugos / Rodriguez Foods;Invoice;008-05686;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;26.75;160.5;4391578.72;Bulk Rice;Lisset Limpio -020;Cafeteria;1388984;Jun
2025-06-05;El Palacio de los jugos /  EMMA FOOD CORP;Invoice;008-05687;Arroz a Granel:Largo Fino 50 LB -Bolsa Dos Hermanos.;;5.0;27.85;139.25;4391717.97;Bulk Rice;Lisset Limpio -020;Cafeteria;1388985;Jun
2025-06-05;El Palacio de los jugos /  EMMA FOOD CORP;Invoice;008-05687;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;6.0;26.75;160.5;4391878.47;Bulk Rice;Lisset Limpio -020;Cafeteria;1388986;Jun
2025-06-05;El Palacio de los jugos / Leti Corp.;Invoice;008-05688;Arroz a Granel:Parboiled 50 LB -Bolsa Dos Hermanos.;;8.0;26.75;214.0;4392092.47;Bulk Rice;Lisset Limpio -020;Cafeteria;1388987;Jun
